catalog_id,names,titles,source_refs,basis
W0240,IMPULSE || IMPULSE: A 65nm Digital Compute-in-Memory Macro with Fused Weights and Membrane ,IMPULSE: A 65-nm Digital Compute-in-Memory Macro With Fused Weights and Membrane Potential for Spike-Based Sequential Learning Tasks || IMPULSE: A 65nm Digital Compute-in-Memory Macro with Fused Weights and Membrane Potential for Spike-based Sequential Learning Tasks || IMPULSE fused weight + membrane-potential digital CIM,MAIN-R268 || ARX-056 || MUSHA-CM001,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0241,SpiDR,完整题名待核；SpiDR || SpiDR: Reconfigurable digital CIM SNN with zero-skip || SpiDR,MAIN-R269 || MUSHA-SN004 || PRO-ChatGPTpro-#第二轮跨领域调研：-214,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0242,Zhang optical-flow processor || Zhang 光流芯片,"完整题名待核；Zhang optical-flow processor || A 28-nm Optical Flow Estimation Accelerator with Redundancy Speculation, Bit-Width-Aware Compression and Similarity Detection",MAIN-R270 || CICC-SUPP-01,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0245,BMOF,完整题名待核；BMOF || Block Matching Optical Flow for event cameras,MAIN-R273 || MUSHA-OF017,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0248,FPGA event vision survey || Event-based vision on FPGAs -- a survey,完整题名待核；FPGA event vision survey || Event-based vision on FPGAs -- a survey,MAIN-R276 || ARX-012,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0256,Neuro-CIM,Neuro-CIM: A 310.4 TOPS/W Neuromorphic Computing-in-Memory Processor with Low WL/BL activity and Digital-Analog Mixed-mode Neuron Firing || Neuro-CIM MSB word skipping + early stopping ADC-less,MAIN-R284 || MUSHA-CM002,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0257,Spike-CIM,Spike-CIM: A 290TOPS/W Spike-Encoding Sparsity-Adaptive Computing-in-Memory Macro with Differential Charge-Domain Integrate-and-Fire || Spike-CIM sparsity-adaptive charge-domain IF,MAIN-R285 || MUSHA-CM003,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0258,TFSRAM,TFSRAM: A 249.8TOPS/W Timing-to-First-Spike Compute-in-Memory Neuromorphic Processing Engine With Twin-Column SRAM Synapses || TFSRAM twin-column TTFS SRAM CIM,MAIN-R286 || MUSHA-CM004,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0262,ASNA-Flow,ASNA-Flow: An Efficient Asynchronous Neuromorphic Accelerator for Real-Time Event-Based Optical Flow || ASNA-Flow: Asynchronous Neuromorphic Accelerator for Real-Time Event-Based Optical Flow,MAIN-R290 || MUSHA-OF012,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0264,FlowAcc,FlowAcc: Real-Time High-Accuracy DNN-based Optical Flow Accelerator in FPGA || FlowAcc optical-flow accelerator with BNN pyramid and Hamming matching,MAIN-R292 || MUSHA-OF002,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0288,DeltaCNN,DeltaCNN: End-to-End CNN Inference of Sparse Frame Differences in Videos || DeltaCNN,MAIN-R316 || PRO-ChatGPTpro-#第二轮跨领域调研：-48,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0301,DIANA,DIANA: An End-to-End Hybrid DIgital and ANAlog Neural Network SoC for the Edge || DIANA digital+analog hybrid NN SoC,MAIN-R329 || MUSHA-IS006,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0302,TinyVers,TinyVers: A Tiny Versatile System-on-Chip With State-Retentive eMRAM for ML Inference at the Extreme Edge || TinyVers extreme-edge ML SoC with eMRAM,MAIN-R330 || MUSHA-IS007,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0305,CogniVision,CogniVision: End-to-End SoC for Always-on Smart Vision with mW Power in 40nm || CogniVision always-on smart vision SoC,MAIN-R333 || MUSHA-IS010,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0306,Alpha-Vision,Alpha-Vision: A Real-Time Always-on Vision Processor with 787μs Face Detection Latency in <5mW || Alpha-Vision always-on vision processor,MAIN-R334 || MUSHA-IS011,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0319,FlexSpIM,An Event-Based Digital Compute-In-Memory Accelerator with Flexible Operand Resolution and Layer-Wise Weight/Output Stationarity || FlexSpIM sparse in-memory computing (ISCAS 2025 author PDF),MAIN-R347 || MUSHA-SP014,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0358,LoopTree,完整题名待核 || LoopTree TCAS-AI 2024 loop/nest mapping || LoopTree,MAIN-R106 || MUSHA-SP016 || PRO-ChatGPTpro-#硬件idea深挖0911-60,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0405,OpenROAD,OpenROAD open-source ASIC PnR flow (local scoreboard use) || OpenROAD,OS-07 || OS2-019,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0406,snntorch,snnTorch: a Python package for gradient-based SNN training || snnTorch,OS-08 || OS2-007,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0407,spikingjelly,SpikingJelly: an open-source deep learning framework for SNNs || SpikingJelly SNN framework,OS-09 || OS2-006,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0408,lava-nc || lava,Intel Lava neuromorphic computing framework || Intel Lava,OS-10 || OS2-008,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0409,norse,Norse: PyTorch library for deep learning with SNNs || Norse SNN,OS-11 || OS2-009,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0638,BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Accelerati || BitWave,BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Acceleration || BitWave,ARX-187 || PRO-ChatGPTpro-#第二轮跨领域调研：-112,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0685,FEATHER,完整题名待核 || FEATHER,MAIN-R036 || PRO-ChatGPTpro-#硬件idea深挖0911-61,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0703,样本自适应动态神经元剪枝 || A 40nm 0.05-1.4uJ/inference Sample-Wise-Adaptive Spiking Neural Network Processor with Dynamic Neuron-Pruning and Unstructured-Model-Aware Architecture,A 40nm 0.05–1.4uJ/inference Sample-Wise-Adaptive Spiking Neural Network Processor with Dynamic Neuron-Pruning and Unstructured-Model-Aware Architecture || A 40nm 0.05-1.4uJ/inference Sample-Wise-Adaptive Spiking Neural Network Processor with Dynamic Neuron-Pruning and Unstructured-Model-Aware Architecture,CICC-SUPP-05 || DIRECT-cicc,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
W0741,C-DNN,C-DNN: A 24.5–85.8TOPS/W Complementary-Deep-Neural-Network Processor with Heterogeneous CNN/SNN Core Architecture and Forward-Gradient-Based Sparsity Generation || C-DNN,CICC-COMPANION-CDNN || VENUE-UNREAD-07,source UID / exact title / single arXiv paper ID / same repo / explicit cross-audit alias / Pro exact-name same-year alias; no fuzzy title
