file,title,mechanism_A,network_gap_B,candidate_increment_X,strong_control,missing_assumption_or_evidence,decision_and_reason,novelty_potential_0to4,fit_0to4,evidence_depth
arxiv_2205.00778.md,Sparse Compressed Spiking Neural Network Accelerator for Object Detection,稀疏压缩权、零激活门控与gated one-to-all乘积,活动稀疏可减翻转，但LIF零尖峰门控不等于连续θg幅值跳过,无标题级X；勿搬35.88TOPS/W,稠密全权扫描、无门控恒定翻转、未压缩外存权与普通稀疏GP,摘录偏对比表未读完整数据通路；检测mAP≠AEE；二值发放假设,保留对照；检测加速布局不进主岛，门控合同须按θg重计,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2209.09570.md,Adaptable Butterfly Accelerator for Attention-based NNs via Hardware and Algorithm Co-design,静态规则butterfly稀疏与可配置统一引擎同时近似attention/FFN,lifting因子组需要硬件友好规律，butterfly图≠本地matchings,无标题级X；借用模式规律≠差分,仅优attention或FFN、动态非结构加重控制器、HiNM与稠密序加同Gustav,硬件第四节截断；LRA任务；倍率禁搬；未映射源字,保留对照；规则映射后不胜HiNM则停该butterfly模式，静态规律可作F7对照,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2209.15425.md,Spikformer: When Spiking Neural Network Meets Transformer,无softmax尖峰自注意力与SPS尖峰patch分裂,本地是连续θg与T10 PSN，二进制Q/K注意力不能当出口,无标题级X,浮点ViT加softmax、仅V尖峰化、无SPS平坦flatten与当前无注意力主岛,CIFAR/DVS≠valid825；SSA FLOPs≠same-port；未接光流头,旁路低适配；二值SSA不进主贡献，负结果只停替换本地出口,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2211.13726.md,Lightweight Event-based Optical Flow Estimation via Iterative Deblurring,事件轨迹迭代去模糊估流并避开4D相关体,无相关体可减存储，但不触及patch上T10双消费者执行对象,无标题级X；Jetson延迟≠净服务,E-RAFT/TMA显式相关体、金字塔无去模糊与离线大相关存储,DSEC SOTA≠valid825；超参表未读全；未接C12,旁路低适配；作相关体费用算法对照，停IDNet头替换,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2303.07169.md,Dynamic Event-based Optical Identification and Communication,红外beacon OCC与Kalman加尖峰光流辅助跟踪,身份通信任务与二维光流AEE主线无执行交集,无标题级X,纯帧OCC、无光流盲跟踪与无beacon外观识别,MAR/BAR≠valid825；光流网络细部截断；仿真≠芯片,旁路低适配；传感应用不进主岛，禁止把OCC指标当执行X,1,0,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2304.07139.md,Neuromorphic Optical Flow and Real-time Implementation with Event Cameras,尖峰U-Net编解码加voxel输入估稀疏光流,神经形态前端不提供θg/T10连续消费者接口，MVSEC AEE不可合同,无标题级X,ANN稠密光流、无复发纯前馈尖峰、单一count编码与当前voxel T10,实时FPGA节未读；MVSEC≠valid825；硬复位≠ATLIF,保留对照；voxel与count编码可作输入合同，停该尖峰头替换,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2304.12760.md,Parallel Spiking Neurons with High Efficiency and Ability to Learn Long-term Dependencies,去复位可并行前缀、满阶可学习W、k阶掩码与sliding共享核PSN族,本地T10 lifting相对AEE+0.013未过+0.005门，满W/sliding不够关双消费者账,无标题级X；结构化因子与半步图才是候选增量,逐步LIF/IF、禁放Vth、满阶非因果、masked/sliding与当前lifting,分类序列任务≠光流；渐进掩码≠θg合同；并行前缀≠净服务；训练未迁,保留强底座；仅换满W/sliding当标题则停该布局，谱系必须作ordinary对照,1,4,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2306.02960.md,Best of Both Worlds: Hybrid SNN-ANN Architecture for Event-based Optical Flow Estimation,浅层硬复位LIF编码加深层ReLU ANN的事件光流混合分工,跨脉冲与连续消费者的状态边界仍在，混合层类型≠结构化T10 PSN,无标题级X；不把混合深度当硬件标题,全ANN、全SNN、深层先spiking、显式ConvRNN与当前低秩连续链,MVSEC/DSEC数字≠valid825；混合网≠nts07；硬复位≠θg幅值,保留对照；浅脉冲深ANN位置消融可复用，不胜结构化PSN则停该混合布局,1,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2306.15220.md,S-TLLR: STDP-inspired Temporal Local Learning Rule for Spiking Neural Networks,丢弃eligibility递归的O(n)三因子规则，兼用因果与非因果时序,主线冻结ep34训练，在线局部规则不改变推理期T10源字费用,无标题级X,BPTT、e-prop/OSTL、纯STDP与仅因果OTTT,分类准确率≠AEE；O(n)内存≠same-port；未在C12上训,旁路低适配；训练规则不抢Stage B，同预算不胜BPTT则停该主训布局,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2307.05033.md,Towards Anytime Optical Flow Estimation with Event Cameras,事件bin串行输入与金字塔warp加ConvGRU的anytime递推,时间密检查点叙事与F2相似，但递推状态不是lifting半步证书,无标题级X,整段一次出流、E-RAFT双体积无逐bin、线性插值中间流与当前非anytime头,DSEC/RFWL≠valid825；UVG定义未读全；递推费用未进same-port,旁路低适配；anytime头替换会挤占主实验，仅作时间密算法簇对照,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2309.09297.md,Chasing Day and Night: Towards Robust and Efficient All-Day Object Detection Guided by an Event Camera,轻量SNN事件编码、时维注意力保边与RGB-Event对称融合,检测融合与二维光流主岛无执行交集,无标题级X,非对称RGB主融合、纯RGB YOLO、事件转帧与固定光流合成事件,合成E-VOC≠真实事件链；mAP/mJ≠AEE；未接光流消费者,旁路低适配；检测应用不进主贡献，ETA仅作时序表示旁证,1,0,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2310.07707.md,MatFormer: Nested Transformer for Elastic Inference,FFN隐层套娃嵌套与少粒度训练换多部署点,窄稠密hidden对照已存在，弹性子网不等于结构化时间因子或same-port证明,无标题级X；层间拼粒度不自动给周期,每约束重训、NAS后重训、过多子网联合优化与独立窄稠密hidden50,LLM/ViT弹性；未在ep34测AEE；无硬件周期账,保留对照；套娃不胜独立窄稠密则停该减宽布局，不杀窄稠密对照族,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2401.05626.md,A Composable Dynamic Sparse Dataflow Architecture for Efficient Event-based Vision Processing on FPGA,坐标token与特征同流、子流形卷积抑膨胀与可组合模块,事件稀疏供数有用，但子流形限制≠稠密光流出口与残差链,无标题级X；勿搬平台吞吐,标准卷积致密化、稠密全图扫描、固定不可组合硬件与普通稀疏GP,分类吞吐≠valid825；子流形≠通用出口；未映射T10消费者,保留对照；映射不上残差链则停ESDA类比，不杀稀疏数据流家族,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2403.00849.md,NeuraLUT: Hiding Neural Network Density in Boolean Synthesizable Functions,电路级稀疏壳内藏稠密LUT子网，层间只暴露稀疏量化连边,可删暴露源字但隐藏计算仍占延迟，FPGA LUT封装≠T10端口账,无标题级X；须落到r1暴露端口与双PED损失,LogicNets线性LUT、PolyLUT、暴露datapath的LUTNet/BNN与普通量化MAC,MNIST/jet延迟≠same-port；综合细节截断；θg不可LUT布尔化未证,保留对照；暴露面不降或破AEE则停该封装布局，保留LUT文献对照,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2404.08135.md,SciFlow: Empowering Lightweight Optical Flow Models with Self-Cleaning Iterations,参考扭曲特征高斯相似SCI图指导GRU更新与RFL难像素重加权,帧迭代自评估不进入事件T10执行对象，相似图费用可能抵消轻量,无标题级X,无自评估朴素迭代、仅L1、重型RAFT与当前非迭代头,Sintel/KITTI≠valid825；轻量参数≠same-port；未接事件网,旁路低适配；停SCI头替换，轻量骨干叙事不得写成硬件分母,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2404.10597.md,Hardware-aware training of models with synaptic delays for digital event-driven neuromorphic processors,突触延迟空间化剪枝与SCDQ双FIFO共享延迟队列,时间依赖可用延迟队列表达，但延迟原语≠非因果T10，元数据可能更贵,无标题级X,无延迟浅网、每神经元ring buffer、软件仿真延迟、无剪枝满延迟与当前PSN,SHD/Loihi能效≠valid825；延迟≠T10合同；未接双PED,保留对照；队列占用吃并集或精度不胜无延迟PSN则停该延迟布局，不杀时间建模家族,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2404.19489.md,EvGNN: An Event-driven Graph Neural Network Accelerator for Edge Vision,新事件只更新有向局部子图、棱柱邻域搜索与层并行,边侧图加速是分类前端，不进入稠密光流残差链,无标题级X,静态整段构图、无向全图存边、AEGNN高内存与纯CNN事件帧,N-CARS≠valid825；微架构截断；8b量化≠θg,旁路低适配；停EvGNN前端替换，片上存储不得当净服务,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2406.07318.md,Embedded Graph Convolutional Networks for Real-Time Event Data Processing on SoC FPGAs,固定邻域矩阵构图、时向有向边与PointNetConv片上图流水,事件图驻留与主岛数字残差链不同对象，分类FPGA≠AEE,无标题级X,全图欧氏搜邻、双向边级联更新、SplineConv、片外图存储与EvGNN,平台频率与无片外≠same-port；功耗面积表未读；未接光流出口,旁路低适配；与EvGNN成簇，停EFGCN前端替换,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2407.10416.md,SOFA: A Compute-Memory Optimized Sparsity Accelerator via Cross-Stage Coordinated Tiling,预测top-k再正式算的跨阶段协同tiling与排序信息复用,半步检查点需要打破整组就绪，但注意力top-k预测不是双PED证书,预测开销计入并集后是否仍降服务尚未定位,整行就绪才top-k、无引导的FlashAttention2、独立阶段优化、普通剪枝与HiNM,LLM能效倍率禁搬；微架构后半截断；未换r1损失,保留对照；预测费不低于正式收益则停该跨阶段布局，细粒度推进仅作F2工程模板,2,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2408.08794.md,Xpikeformer: Hybrid Analog-Digital Hardware Acceleration for Spiking Transformers,随机比特流逻辑乘脉冲注意力与模拟存内数字混合通路,连续θg不能改伯努利逻辑乘；模拟存内不进数字残差主岛,无标题级X；能量叙事≠净服务,ANN softmax、全数字LIF注意力、纯数字ASIC投影与普通数字稀疏注意力,NLP/分类任务；AIMC工艺≠本地RTL；倍率禁搬,旁路低适配；随机近似或CIM混合不进主贡献，只停SSA布局不杀SNN transformer族,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2409.04082.md,SDformerFlow: Spatiotemporal swin spikeformer for event-based optical flow estimation,事件光流上的swin时空窗注意力与全脉冲对照网,主线是结构化T10 PSN执行对象，换spikeformer骨干不能关same-port账,无标题级X；DSEC EPE≠valid825合同,相关体积迭代ANN、卷积-only光流、无时空窗spikeformer分类网与生产nts07,开源训练码≠硬件分母；超参截断；未在C12/ep34同协议复现,保留对照；本地不胜nts07或结构化PSN则停换骨干布局，成对消融法可复用,1,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2410.23082.md,An Event-Based Digital Compute-In-Memory Accelerator with Flexible Operand Resolution and Layer-Wise Weight/Output Stationarity,按层选择权或膜驻留与任意operand shaping,有限RF谁该驻留仍开放，但CIM相位不能替换数字lifting链,无标题级X；宣称CIM-X则越界,固定纵横比仅权驻留、权膜位宽锁死、无事件层优先、普通数字缓存与NR4,40nm外推禁搬；摘录偏图；须与flexspim全文卡联读避免双计,保留对照；无同端口重读改善则停CIM类比，不杀有限RF家族,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2411.16711.md,TSkips: Efficiency Through Explicit Temporal Delay Connections in Spiking Neural Networks,显式前/后向时间延迟跨层捷径与可学习混合系数,残差PED已有连续捷径与门两消费者，外加延迟缓冲可能加重状态而非半步证书,无标题级X；搜索得到的延迟≠same-port,零延迟标准skip、固定单步后向、无延迟稠密残差、仅加深与当前共享状态,DSEC精度≠valid825；搜索表未读全；延迟缓冲未计状态预算,保留对照；挂主网无增益或缓冲挤占则停该TSkip布局,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2412.09209.md,eCARLA-scenes: A synthetically generated dataset for event-based optical flow prediction,CARLA驾驶向合成事件光流数据、场景回放改位姿与编训工具,主评是DSEC valid825，合成域差不能替代真实AEE合同,无标题级X,MVSEC/DSEC真值、随机轨迹事件仿真与高门槛重光照合成,合成到真实仍有域差；标定表未读全；光学仿真≠芯片,旁路低适配；数据旁路不抢Stage B，合成微调无真实增益则停替换,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2412.16757.md,Leveraging Highly Approximated Multipliers in DNN Inference,高近似乘加控制变量纠偏，用均值误差估计代替精确误差,有损算子需要轻量证书，校正通道费用可能高于静态窄层,无标题级X；只有挂RNE/末5且同分母才可能差分,精确乘、无校正盲目近似、运行时精确误差、仅降位宽与静态窄层,CNN准确率表禁搬；摘录偏公式；未接θg/AEE,保留对照；校正后不胜窄层或精确乘则停该近似乘布局,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2501.07825.md,An Efficient Sparse Hardware Accelerator for Spike-Driven Transformer,脉冲位置编码加地址比较消零，覆盖双稀疏输入注意力,非零交汇可对照源字供数，但地址比较假设二值脉冲而非连续θg,须证明降same-port周期且过AEE，否则无标题级X,稠密MAC注意力、只优卷积脉冲、叠加通用SNN加速器与普通零跳过,CIFAR FPGA倍率禁搬；双稀疏注意力≠光流残差；比较开销未计,保留对照；编码开销不低于稀疏收益或破门则停该比较消零布局,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2501.13610.md,Efficient Synaptic Delay Implementation in Digital Event-Driven AI Accelerators,共享延迟队列出口按权有用过滤，把零权跳过前移到供数路径,并集读前掩码可早停，但该过滤矩阵≠源∩W编码，查表可能更贵,无标题级X；早过滤仅工程对照,出队后再查零权、无过滤满流量延迟队列、每神经元环形缓冲与软件延迟,Seneca假设；未与r1源字对齐；元数据开销未闭环,保留对照；与延迟训练卡成对，存储或查表吃收益则停该零跳转发布局,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2501.14490.md,Multiplication-Free Parallelizable Spiking Neurons with Efficient Spatio-Temporal Dynamics,通道独立PSN、锯齿膨胀感受野与PoT移位无乘法动力学,无乘法与通道核是普通压缩，不能替代lifting结构化因子与双消费者接口,无标题级X,通道共享sliding PSN、固定膨胀、满阶W、含乘浮点充电与当前T10 lifting,原作任务实现≠θg合同；无乘法≠净服务%；未叠层过AEE,保留对照；仅换通道核或PoT当标题则停，PoT须作普通压缩强控制,1,4,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2503.03379.md,Prosperity: Accelerating Spiking Neural Networks via Product Sparsity,行间公共二进制子组合只算一次再复用，识别与矩阵乘流水重叠,GP后重复贡献仍可能存在，本地产品掩码负结果只否定已测布局,挂lifting源DAG公共虚节点或部分lane尚待同端口证明，无标题级X,仅比特稀疏零跳过、稠密脉冲矩阵乘、朴素行扫描、公共子表达式与普通部分通道,架构细部截断；原作PPA禁搬；联合图挂源DAG未试；消费者未接,保留完整迁移；只停止已列产品费用布局，不杀部分和复用家族,2,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2503.12905.md,UCF-Crime-DVS: A Novel Event-Based Dataset for Video Anomaly Detection with Spiking Neural Networks,事件异常检测数据集与多尺度膨胀时域加脉冲图融合,弱监督异常指标与光流valid825任务无关,无标题级X,RGB异常集、单尺度尖峰池化、非尖峰Transformer与纯局部时域,仿真或转换事件≠芯片；双栏摘录须补全文；AUC不可合同,旁路低适配；数据与应用替换不进主线,1,0,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2503.19643.md,Hardware Efficient Accelerator for Spiking Transformer With Reconfigurable Parallel Time Step Computing,时间步展开LIF、可重构向量数据流与IAND残差保脉冲专用接口,时空并行免膜可对照状态生存期，但IAND二值残差破坏连续θg捷径语义,无标题级X；吞吐口号禁搬,逐步串行LIF加膜存储、仅CNN稀疏加速器、实值加残差、时间并行供数与当前连续残差,方法段偏短；工艺能效≠θg；脉冲IAND精度勿外推AEE,纠正后保留；二值IAND不得套连续PED，时间展开仅作状态驻留对照,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
