file,title,mechanism_A,network_gap_B,candidate_increment_X,strong_control,missing_assumption_or_evidence,decision_and_reason,novelty_potential_0to4,fit_0to4,evidence_depth
arxiv_2312.07180.md,Context-Aware Iteration Policy Network for Efficient Optical Flow Estimation,DFlow上下文策略动态跳迭代,当前前馈PSN没有RAFT式冗余迭代,若转为多阶段预测需明确可免producer,普通固定少步/输出头删除、同组whole-word检查,历史隐状态/策略成本；无自然迭代维可跳,保留条件计算反对先验；不能把时间tick当可删迭代,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2402.11662.md,TDE-3: An improved prior for optical flow computation in spiking neural networks,TDE-3抑制输入消残留增益、速度编码,局部方向先验可能补事件运动特征,接网后降低昂贵块需求尚未提出,TDE-2、普通局部相关、相同稠密后端,孔径问题/遮挡、单探测器指标、timing接口,保留运动先验；不纳入当前硬件收益证据,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2404.03663.md,Spike-driven Transformer V2: Meta Spiking Neural Network Architecture Inspiring the Design of Next-generation Neuromorphic Chips,Meta-SpikeFormer卷积/注意力金字塔,昂贵patch算子可由训练改结构,局部mixer改变支持后真实下游消费可测,普通SepConv、hidden/低秩、完整原架构同GT,架构变化幅度与当前残差/θg合同未对齐,留架构强控制；mixer可替换不是独立X,1,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2404.10564.md,Photonic Neuromorphic Accelerators for Event-Based Imaging Flow Cytometry,事件成像加被动光学滤波及数字分类,光学前端难映射本数字事件光流,未指定可迁移的数字差分,普通数字滤波/量化前端同任务,流式细胞仪不是光流；实验光路和传感源均变,作为应用旁证；停止把该应用参数压缩作本地收益,0,0,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2404.15510.md,NeuraChip: Accelerating GNN Computations with a Hash-based Decoupled Spatial Accelerator,NeuraChip哈希归约、滚动驱逐与存算解耦,不规则索引与部分和合并可能成为费用,实际稀疏输出有索引缺口才有移植必要,直接地址RF、merge树、完整GP及普通缓存,patch输出规则且稠密；hash冲突与元数据不免费,保留架构参照；未证明此处需要通用SpGEMM哈希,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2405.16790.md,SCSim: A Realistic Spike Cameras Simulator,积分型spike-camera噪声模拟和标签生成,仿真噪声可能与真实事件输入不同,无当前执行接口增量,真实DSEC、校准v2e与传感器噪声模型,传感器类型不同；仿真不能代替真实捕获验证,数据工具旁证；不打硬件新颖主张,0,0,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2407.08356.md,Event-based vision on FPGAs -- a survey,事件FPGA综述的任务/指标地图,可揭示漏掉的经典与神经形态对照,综述不产生本地X,逐篇原始同任务工作/真实同资源实现,汇总MEPS/器件/延迟不可拼成一套实现,保留索引；本轮未把综述当原论文方法证据,0,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2407.20421.md,Event-based Optical Flow on Neuromorphic Processor: ANN vs. SNN Comparison based on Activation Sparsification,SENECA同核ANN/SNN稀疏训练、group4和空间有序完成,相同nnz下像素支持决定状态访存；满T10改变就绪,在普通T10窄门缓存之后仍省供权/halo才有增量,SENECA训练+group4、GP权复用、层先T10窄门缓存,LIF膜不能如ANN三行即释放；原权不复用须补强,重点保留完整底座；以真实支持和消费者时序区别，不以AC/MAC常数代替结果,2,4,primary text inspected; 本轮已读原文相关方法段
arxiv_2408.15578.md,FireFly-S: Exploiting Dual-Side Sparsity for Spiking Neural Networks Acceleration with Reconfigurable Spatial Architecture,FireFly-S权/尖峰双稀疏、膜静默通道剪枝、rewiring,物理源字稀疏和通道表达常冲突,双消费者共同支持训练仍有待测接口,完整FireFly-S训练、HiNM/2:4、hidden及Conv2R16,静默判据、剪枝量化恢复、H8∩W和producer成本,保留完整联合流程；不能只比单边稀疏或沿旧s2b3负例否决,2,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2409.05227.md,BBS: Bi-directional Bit-level Sparsity for Deep Learning Acceleration,BBS双向位列剪枝、补偿编码及BitVert,连续投影低位算术与权重传送仍贵,有界组统计在同完整CMVM后是否新增可测,完整BBS含ΣX补偿、group量化、da4ml和普通低位MAC,补偿项、RNE、位串行平台和图临时态须收费,保留强编译底座；剪位与训练少加法本身不算X,1,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2411.14733.md,"FLARE: FP-Less PTQ and Low-ENOB ADC Based AMS-PiM for Error-Resilient, Fast, and Efficient Transformer Acceleration",FLARE低ENOB模拟PIM和bit-sift PTQ,模拟读数噪声与数字定点误差机制不同,数字位跳过迁移尚无独立接口,BBS/普通低位数字路径及完整ADC成本,原模拟工艺/误差模型不能用于当前same-port,技术旁证；不把AMS能效当数字省费证据,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2412.09105.md,ResFlow: Fine-tuning Residual Optical Flow for Event-based High Temporal Resolution Motion Estimation,ResFlow低频参考加高频残差、共享相关体,高时间分辨率会重复运动编码与查询,过去已完成参考的低成本复用待明确,普通历史warmstart、固定帧率和无相关体网,当前区间内参考是否在线已知；LTR/HTR流单位与存储,保留因果核查线索；残差流不是精确卷积delta许可,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2412.11284.md,Learning Normal Flow Directly From Event Neighborhoods,局部事件VecKM法向流与不确定性过滤,法向分量不足以恢复全光流,任务相关可信事件保留可测，但非现成跳过证书,同局部平面拟合/不确定性、完整稠密补全,角度/径向标签、集合推理成本和下游召回,保留局部几何控制；置信度不等于门/连续值无损,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2501.03874.md,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Strongly Scattering Media,散射光学中的事件跟踪与SNN重建,传感/目标分布不同于DSEC,双头共享输入只是一般设计,普通共享编码器和相同传感ANN,散射实验、坐标预测非稠密光流；能耗仅算项,应用参照；无可核本地执行增量,0,0,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2501.11554.md,Event-based vision for egomotion estimation using precise event timing,精确事件timing到局部速度/egomotion,T10分箱可能丢亚窗时间线索,保timing的旁路是否能减少前端成本待测,普通time surface/TDE与固定窗模型,event time/输出时刻、state reset和全流信息不足,保留因果输入先验；不能宣称禁止聚帧自动节能,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2501.14484.md,SpikePack: Enhanced Information Flow in Spiking Neural Networks with High Hardware Compatibility,SpikePack将时间码聚成全局膜再阈值解码,完整T10信息与时间折叠位宽之间存在取舍,需超出既有打包/解码并证明门和连续消费者都可用,完整SpikePack、ordinary time-row、低秩/CMVM和raw,O(1)字数非O(1)bits；rank1全局膜不等价满秩PSN,升为时间折叠必要强对照而非弱旁路；完整训练未迁,1,4,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2503.03256.md,BAT: Learning Event-based Optical Flow with Bidirectional Adaptive Temporal Correlation,BAT双向相关与时间条件采样/聚合,遮挡/预测时刻决定可用运动线索,不使用当前未知flow的前端需求预测尚可检验,TMA、普通过去flow/静态mask、相同因果窗口,双向不自动非因果或因果；需实际输入时间索引,保留运动先验；先核时间来源再谈前瞻省算,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2503.10195.md,ST-FlowNet: An Efficient Spiking Neural Network for Event-Based Optical Flow Estimation,ST-FlowNet ConvGRU与ANN到SNN恢复,深时序表示压缩需要可靠恢复方法,可作为替代神经元恢复入口，尚无硬件差分,同GT/自监督预算的原hybrid、PSN及普通GRU,GRU连续状态/多遍训练、理论能耗与真实运行不同,保留训练强底座；不把递归处理套成非因果提前完成,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2503.15986.md,SpiLiFormer: Enhancing Spiking Transformers with Lateral Inhibition,侧抑制token mask与反馈第二遍,注意力活动整形可能少后继消费也可能多一遍,实际共享请求减少超过反馈成本才有X,普通token mask/稀疏正则、单遍模型和同两遍预算,掩码生成时刻、反馈保留状态、spike QK范围,保留有损整形控制；不能只报第二遍少阶段,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2504.13457.md,Neural Ganglion Sensors: Learning Task-specific Event Cameras Inspired by the Neural Circuit of the Human Retina,可学习传感空间核/阈值与可微分箱,输入冗余可从传感侧减少但改变数据生成,数字后处理能否近似且保同任务信息待测,固定事件阈值、普通空间滤波、同GT共同恢复,已有DSEC不能重新生成未记录光强事件；硬件传感成本,长期前端先验；当前不能把学相机作为免费软件mask,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2505.12281.md,Bishop: Sparsified Bundling Spiking Transformers on Heterogeneous Cores with Error-Constrained Pruning,Bishop TTB/BSA、稀密分流与QK误差约束剪枝,活动束不同于完整T10/双PED消费者请求,改变束目标使真实请求并集收缩，须胜原BSA,完整BSA+ECP+稀密core/GP、同边际束打乱控制,ECP约束attention误差非门无损；训练L0 tag的可导定义须核工件,重点保留完整迁移；束OR/生存损失是A，差分必须落实双消费者,2,4,primary text inspected; 本轮已读原文相关方法段
arxiv_2505.12771.md,FireFly-T: High-Throughput Sparsity Exploitation for Spiking Transformer Acceleration with Dual-Engine Overlay Architecture,FireFly-T并行稀疏decode及二值attention引擎,spike QK不同于连续膜/权的算术需求,本地接口专用化仍需证明比同资源多模式核强,完整双engine、AND-popcount及当前GP,银行冲突、decode吞吐与真实θ幅度；正文细节未本轮补读,保留直接硬件底座；不可把FPGA LUT6资源当免费ASIC单元,1,3,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2506.07878.md,Spatio-Temporal State Space Model For Efficient Event-Based Optical Flow,STSSM用选择性状态模型避开4D相关体,当前网本已不含该相关体瓶颈,暂无超出普通编码器替换的差分,无相关体IDNet/当前SNN、普通SSM和Conv2R16,SSM状态、选择性连续MAC及spike QK保留要求,保留算法对照；不能把消灭不存在的相关体计作收益,1,1,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2507.09780.md,BitParticle: Partializing Sparse Dual-Factors to Build Quasi-Synchronizing MAC Arrays for Energy-efficient DNNs,BitParticle双因子bit粒子及弹性同步,连续X/W或可有bit稀疏，θg本身仅门,真实连续支路可迁；源门卷积的双多bit假设不适用,普通CSD/CMVM、bitserial和单因子零跳过,粒子生成、近似IR丢弃、组同步及端口须同费,保留连续MAC底座；不以AC域凭空制造双操作数bit收益,1,2,card only; 已逐字读卡，卡内引用未当本轮全文证据
arxiv_2508.19806.md,Context-aware Sparse Spatiotemporal Learning for Event-based Vision,CSSL输入条件阈值和卷积/循环稀疏训练,普通阈值稀疏未保证物理字/后继减少,按完整消费者请求学习支持仍可检验,原CSSL、SENECA/FATReLU、Bishop/SpikeX块目标,阈值支路必须先算；真实训练方法与部署零传播未核,保留较贴任务的训练对照；不得只胜逐spike正则,2,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2510.12102.md,SpikePool: Event-driven Spiking Transformer with Pooling Attention,SpikePool以pooling替换SSA并用频域解释,注意力稀疏可能降低费用但不是当前唯一贵项,卡中无保留spike QK的具体差分,普通pool/卷积mixer、当前QK路径同训练,若完全删QK违反当前保留条件；需区分外围池化,保留架构对照；当前完整替换轴不适用，非论文方法无效,1,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2510.24231.md,Benchmarking Microsaccade Recognition with Event Cameras: A Novel Dataset and Evaluation,微眼跳数据防计数泄漏、训练辅助flow头,训练采样统计可能造成捷径学习,辅助任务提高主光流支撑稳定性仅是普通恢复方法,相同数据重采样/辅助loss开关、真实DSEC,Farneback伪标签与真实GT不同；测试域不符,保留训练/评估纪律；数据集和卸辅助头不是执行X,0,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2511.06770.md,ASTER: Attention-based Spiking Transformer Engine for Event-driven Reasoning,ASTER层跳过、时步早退与PIM选通,重复层/时间步或有可裁工作，但此处T10门全被消费,有损停止需要完整后继认可且保必要θg输出,静态删除/减宽、普通whole-word、BitFair同预算,classifier early-exit不保证回归；PIM状态/端口不同,保留条件计算底座；禁止把删T等同当前半步精确退休,2,2,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2512.17555.md,A 28nm 0.22μJ/Token Memory-Compute-Intensity-Aware CNN-Transformer Accelerator with Hybrid-Attention-Based Layer-Fusion and Cascaded Pruning for Semantic-Segmentation,CFMP两因子扩Z、预训tile mask、FMS/DRU恢复及KV权复用,稠密输出使普通零跳过不足，latent可重设支持,两个真实消费者的依赖驱动生产与共享mask可检验,完整CFMP与普通共享/分组低秩、R32preview/R16Conv2,Z容量/TC→TR搬移/第二因子连续MAC；短文未给完整训练recipe,重点保留全方法迁入；分解、同mask恢复本身均属A,2,4,primary text inspected; 本轮已读相关方法段，别名不另计全文
arxiv_2601.02613.md,Sparsity-Aware Streaming SNN Accelerator with Output-Channel Dataflow for Automatic Modulation Classification,SAOCDS按输出通道遍历非零权并门控spike,输出顺序与稀疏source复用之间有权衡,非因果T10完成与下层halo顺序需明确契约,同GP/NRV、普通输出驻留及先完成窄门缓存,层间直连不会免全T依赖；控制/空源/权mask已知,留流式普通底座；无实测次序矛盾时不单立X,1,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2602.23204.md,Motion-aware Event Suppression for Event Cameras,过去事件预测IMO mask及time-conditioned flow并warp未来mask,输入抑制可早于卷积，但背景事件对全流也有用,任务保留集及不确定区域回退换取净源字减少可测,同因果静态mask/无warp/过去flow、普通事件滤波和完整父,预测器延迟/GRU状态/边界召回；不准用当前或GT flow作在线oracle,保留因果前端融合；旧精确warp差分失败不否此过滤，但未获AEE或费用证据,2,3,primary text inspected; 本轮已读相关方法段，别名不另计全文
arxiv_2604.03626.md,L-SPINE: A Low-Precision SIMD Spiking Neural Compute Engine for Resource-efficient Edge Inference,低精度SIMD与无乘算术线索，卡自认方法噪声大,一般低位算术可能已有完整替代,机制/ISA未核前不能指出独立X,普通定点MAC、CSD/da4ml及相同RNE,全文关键数据流/位宽不可由CORDIC关键词推断,未核验，保留算术先验线索，不以缺全文打0分,NA,2,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2604.28059.md,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Topologies and Stream-Dataflow Architectures,NeuroRing双向多FPGA路由与同步令牌,跨芯片突触通信不是当前单岛主瓶颈,暂无必要的跨设备增量,同连接容量普通环/总线、单芯片完整映射,跨板同步、HBM、原LIF语义不同,平台旁证；不把一般反压/令牌改名,1,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2605.07653.md,Aquatic Neuromorphic Optical Flow,Aq-FireNet自监督水下warp及可学LIF,特殊水下畸变不同于当前驾驶分布,暂无当前patch服务差分,普通CM、无缩放/无噪声项、同任务父,场景和传感域不同；ϕ模型与真实流标签待核,应用保留；当前不安排水下替换实验,1,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2605.12217.md,Heterogeneous SoC Integrating an Open-Source Recurrent SNN Accelerator for Neuromorphic Edge Computing on FPGA,X-HEEP/ReckOn事件解码、批卸载和在线RSNN,CPU与加速器接口会产生供数/时间戳费用,现有本地推理不需要e-prop新通路,普通AER/AXI/FIFO同消息与时序保证,host/BRAM/在线训练成本；全T10不能套逐tick循环,工具/SoC集成底座；不以开源集成当本地执行增量,1,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2605.20802.md,ELSA: An ELastic SNN Inference Architecture for Efficient Neuromorphic Computing,ELSA弹性驻留与细粒度流水线索,膜与权容量约束可能限制利用率,需查正文确认mini-batch/fullT控制再定位增量,完整ELSA及GP最优缓存/普通窄门层先执行,卡摘录偏表格；spine/token定义和真实资源仍未核,优先保留全文补读线索；不能从对比表判已有全部能力,NA,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2605.28312.md,EventShiftFlow: Towards Hardware-efficient FPGA-based Flow Estimation,EventShiftFlow移位式轻量事件运动核,低存储局部速度不能代替现稠密学习模型,可作辅助运动提示，尚无具体受益接口,相同任务经典时间差/平面拟合加完整后端,单轴/密度参数/二维流与遮挡覆盖未对齐,任务参照；小于2kB不是本网络硬件下界,1,1,card only; 已逐字读卡，名称或摘录不计全文
