file,title,decision_bucket,novelty_potential_0to4,fit_0to4,mechanism_A,network_gap_B,candidate_increment_X,strong_control,missing_assumption_or_evidence,decision_and_reason,evidence_depth,source_csv
arxiv_2608.19238.md,Spiking Local Interaction and Adaptive Complementary Fusion for Spiking Transformer,保留对照,2,3,SSA外独立DW/PW局部通路与通道γ标定互补融合,删暴露关系字后仍要保住双PED邻域表达；γ融合本身不是删字,映射到r1暴露端口使共同删物理字且AEE不破才可能有增量,SSA-only、固定等权融合、普通SepConv/hidden、完整原架构同GT,ImageNet精度≠same-port；无硬件PPA；超参附录未核,保留对照；挂ep34后端口或服务不降或破AEE则停该布局，不杀局部互补家族,card only; 已逐字读卡，名称或摘录不计全文,review_batch3_arxiv_b.csv
riscsparse_iccad2024.md,RISCSparse,保留对照/底座,2,3,RISCSparse规则图/向量建表、Gather-Matmul-Scatter与BN融合,真实稀疏索引和halo可吞算术收益,已有规则dense输出上能否省建表和状态待测,直接地址GP/静态halo、完整RISCSparse及普通SparseConv,亚流形输出不膨胀不同于当前dense输出；BN须固定才折,保留mapping强对照；不可把only occupied坐标默认当本地输出合同,card only; 已逐字读卡，名称或摘录不计全文,review_part_b.csv
arxiv_2012.09852.md,SpAtten: Efficient Sparse Attention Architecture with Cascade Token and Head Pruning,保留对照,2,2,级联累计重要性永久删token/head与渐进MSB到位宽,双PED共同删源字需要可逆或可取消，永久级联可能破坏非因果T10,换成lifting源活动加双PED损失后的排序尚未定位,逐层重评剪枝、随机token drop、静态稀疏注意力、HiNM与窄稠密,NLP注意力分≠光流损失；未训未接消费者；cascade对T10过激未测,保留对照；级联永久删除只停该布局，累计重要性排序可作F1模板,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
arxiv_2203.07516.md,Skydiver: A Spiking Neural Network Accelerator Exploiting Spatio-Temporal Workload Balance,保留对照,2,2,离线通道负载预测与CBWS均衡调度,双消费者/多bank并集活动不均，分类负载先验未必相关r1,须证明对lifting源活动不均仍降same-port周期，否则无X,在线无先验猜测、静态通道映射、Gustav柱并行与普通供数,APRC细节不全；FPGA整网KFPS禁搬；无真实θg活动相关,保留对照；预测相关低或周期不降则停该均衡布局，不杀SNN调度家族,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
arxiv_2211.08110.md,HeatViT: Hardware-Efficient Adaptive Token Pruning for Vision Transformers,保留对照/底座,2,2,HeatViT选择器、聚合保留token、稠密拼接,稠密光流不能随意丢空间位置,可训练摘要保住两个消费者且省真实恢复工作待证,普通token合并、SBNet/DynConv、同预算减宽,选择器提前性、全分辨率恢复/halo及摘要稀释,保留压缩接口；分类token丢弃不能当稠密光流无损跳过,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2407.10416.md,SOFA: A Compute-Memory Optimized Sparsity Accelerator via Cross-Stage Coordinated Tiling,保留对照,2,2,预测top-k再正式算的跨阶段协同tiling与排序信息复用,半步检查点需要打破整组就绪，但注意力top-k预测不是双PED证书,预测开销计入并集后是否仍降服务尚未定位,整行就绪才top-k、无引导的FlashAttention2、独立阶段优化、普通剪枝与HiNM,LLM能效倍率禁搬；微架构后半截断；未换r1损失,保留对照；预测费不低于正式收益则停该跨阶段布局，细粒度推进仅作F2工程模板,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
arxiv_2511.06770.md,ASTER: Attention-based Spiking Transformer Engine for Event-driven Reasoning,保留对照/底座,2,2,ASTER层跳过、时步早退与PIM选通,重复层/时间步或有可裁工作，但此处T10门全被消费,有损停止需要完整后继认可且保必要θg输出,静态删除/减宽、普通whole-word、BitFair同预算,classifier early-exit不保证回归；PIM状态/端口不同,保留条件计算底座；禁止把删T等同当前半步精确退休,card only; 已逐字读卡，名称或摘录不计全文,review_part_b.csv
os_MemFlow.md,MemFlow,保留对照/底座,2,2,MemFlow记忆式光流估计/预测线索,跨帧状态可复用但要付缓存与检索,过去已完成信息能否支持早期source抑制待具体化,普通上一帧warmstart、无记忆同网、真实相邻帧,卡未读实现；写入/遗忘规则、预测时刻和新边界未知,优先保留因果任务强对照；不能用名字授予在线oracle,card only; 已逐字读卡，名称或摘录不计全文,review_part_b.csv
arxiv_2304.12760.md,Parallel Spiking Neurons with High Efficiency and Ability to Learn Long-term Dependencies,保留强底座,1,4,去复位可并行前缀、满阶可学习W、k阶掩码与sliding共享核PSN族,本地T10 lifting相对AEE+0.013未过+0.005门，满W/sliding不够关双消费者账,无标题级X；结构化因子与半步图才是候选增量,逐步LIF/IF、禁放Vth、满阶非因果、masked/sliding与当前lifting,分类序列任务≠光流；渐进掩码≠θg合同；并行前缀≠净服务；训练未迁,保留强底座；仅换满W/sliding当标题则停该布局，谱系必须作ordinary对照,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
arxiv_2501.14484.md,SpikePack: Enhanced Information Flow in Spiking Neural Networks with High Hardware Compatibility,保留对照/底座,1,4,SpikePack将时间码聚成全局膜再阈值解码,完整T10信息与时间折叠位宽之间存在取舍,需超出既有打包/解码并证明门和连续消费者都可用,完整SpikePack、ordinary time-row、低秩/CMVM和raw,O(1)字数非O(1)bits；rank1全局膜不等价满秩PSN,升为时间折叠必要强对照而非弱旁路；完整训练未迁,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2501.14490.md,Multiplication-Free Parallelizable Spiking Neurons with Efficient Spatio-Temporal Dynamics,保留对照,1,4,通道独立PSN、锯齿膨胀感受野与PoT移位无乘法动力学,无乘法与通道核是普通压缩，不能替代lifting结构化因子与双消费者接口,无标题级X,通道共享sliding PSN、固定膨胀、满阶W、含乘浮点充电与当前T10 lifting,原作任务实现≠θg合同；无乘法≠净服务%；未叠层过AEE,保留对照；仅换通道核或PoT当标题则停，PoT须作普通压缩强控制,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
LUT_DLA.md,LUT-DLA: Lookup Table as Efficient Extreme Low-Bit Deep Learning Accelerator,保留强底座,1,3,字典编码、表生成、驻留与查表消费,编码器与宽表输出可能吞掉FC1省乘,让实际消费者少读表或提前释放表状态尚待证明,同训练预算LUT-DLA全流程、普通量化MAC和完整CMVM,卡的通用MAC分母偏弱；须计编码/填表/银行/溢出,保留强底座；查表与CSE并不等同，新X未定位,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
LoAS.md,LoAS: Fully Temporal-Parallel Dataflow for Dual-Sparse Spiking Neural Networks,停止该布局,1,3,真正时间维并行FTP与dual-sparse spMspM及Algorithm 1归约/分发,静态共享已测加法降而服务周期升；R>T使Vσ跨BN失败；串行scatter是弱分母,无标题级 X；共享变体不作主创新,完整FTP、direct 8bank T10并行累加、普通时间打包；禁用串行scatter弱分母,完整LoAS编码/控制/神经元链与checkpoint未迁；同负载功能诊断≠全网DC/PT/FM,停止该布局；静态共享相对direct加法-8.96%而Verilator周期+0.23%，只停该组织不杀FTP家族,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch1_named_os.csv
arxiv_2003.06696.md,Spike-FlowNet: Event-based Optical Flow Estimation with Energy-Efficient Hybrid Neural Networks,保留对照/底座,1,3,SNN编码器累加后交ANN残差/解码,跨SNN与连续消费者的状态和精度边界,保θg与完整时间输出的低成本交接可测,原hybrid全流程、全ANN稀疏控制、当前低秩连续链,累加器宽度、时间不可逆压缩和真实后继尚未闭,保留完整混合底座；不把旧局部累计解释为完整复现,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2102.04159.md,Deep Residual Learning in Spiking Neural Networks,保留对照/底座,1,3,SEW的ADD/AND/IAND残差与恒等条件,实际PED含连续捷径和门两个消费者,改变残差域以减少双份状态可测，非现成恒等替换,普通MS残差、同训练预算SEW与当前raw/共享状态,θ幅值及ADD后非二值；更换残差语义需恢复,保留可训练接口；不把SEW二元运算直接套连续PED,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2209.11741.md,Adaptive-SpikeNet: Event-based Optical Flow Estimation using Spiking Neural Networks with Learnable Neuronal Dynamics,保留对照/底座,1,3,可学阈值/泄漏与事件光流直接训练,低成本因果神经元能否替代满T10表达,神经动态限制换取完整后继省费，须与普通神经元比,固定LIF、masked/sliding PSN、同GT恢复预算,泄漏递归状态、θ输出幅值、任务数据不同,保留神经元强控制；某次少步失败不否定全流程,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2301.10852.md,Flexagon: A Multi-Dataflow Sparse-Sparse Matrix Multiplication Accelerator for Efficient DNN Processing,保留对照/底座,1,3,Flexagon统一IP/OP/Gustavson、合并网络和部分和存储,不同稀疏度下固定数据流或有利用率损失,执行模式选择需由真实负载证明，不自动新原语,完整三数据流Flexagon、固定GP最优映射同资源,状态标签/merge/切换及PSN非因果依赖没有消失,保留多数据流强底座；哈希/切换本身不作为X,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2306.02960.md,Best of Both Worlds: Hybrid SNN-ANN Architecture for Event-based Optical Flow Estimation,保留对照,1,3,浅层硬复位LIF编码加深层ReLU ANN的事件光流混合分工,跨脉冲与连续消费者的状态边界仍在，混合层类型≠结构化T10 PSN,无标题级X；不把混合深度当硬件标题,全ANN、全SNN、深层先spiking、显式ConvRNN与当前低秩连续链,MVSEC/DSEC数字≠valid825；混合网≠nts07；硬复位≠θg幅值,保留对照；浅脉冲深ANN位置消融可复用，不胜结构化PSN则停该混合布局,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
arxiv_2307.01694.md,Spike-driven Transformer,保留对照/底座,1,3,SDT膜捷径和SDSA掩码/列和注意力,spike QK消费及连续shortcut不可混同,与实际θg/PSN接口融合需证明未删必需连续链,原SDSA/MS、AND-popcount、同训练spike QK,原二值语义不是整网每层unit幅度；算术能耗非系统,保留主网表示先验；注意力替换不归lifting增量,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2404.03663.md,Spike-driven Transformer V2: Meta Spiking Neural Network Architecture Inspiring the Design of Next-generation Neuromorphic Chips,保留对照/底座,1,3,Meta-SpikeFormer卷积/注意力金字塔,昂贵patch算子可由训练改结构,局部mixer改变支持后真实下游消费可测,普通SepConv、hidden/低秩、完整原架构同GT,架构变化幅度与当前残差/θg合同未对齐,留架构强控制；mixer可替换不是独立X,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2409.04082.md,SDformerFlow: Spatiotemporal swin spikeformer for event-based optical flow estimation,保留对照,1,3,事件光流上的swin时空窗注意力与全脉冲对照网,主线是结构化T10 PSN执行对象，换spikeformer骨干不能关same-port账,无标题级X；DSEC EPE≠valid825合同,相关体积迭代ANN、卷积-only光流、无时空窗spikeformer分类网与生产nts07,开源训练码≠硬件分母；超参截断；未在C12/ep34同协议复现,保留对照；本地不胜nts07或结构化PSN则停换骨干布局，成对消融法可复用,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_batch2_arxiv_a.csv
arxiv_2409.05227.md,BBS: Bi-directional Bit-level Sparsity for Deep Learning Acceleration,保留对照/底座,1,3,BBS双向位列剪枝、补偿编码及BitVert,连续投影低位算术与权重传送仍贵,有界组统计在同完整CMVM后是否新增可测,完整BBS含ΣX补偿、group量化、da4ml和普通低位MAC,补偿项、RNE、位串行平台和图临时态须收费,保留强编译底座；剪位与训练少加法本身不算X,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2505.12771.md,FireFly-T: High-Throughput Sparsity Exploitation for Spiking Transformer Acceleration with Dual-Engine Overlay Architecture,保留对照/底座,1,3,FireFly-T并行稀疏decode及二值attention引擎,spike QK不同于连续膜/权的算术需求,本地接口专用化仍需证明比同资源多模式核强,完整双engine、AND-popcount及当前GP,银行冲突、decode吞吐与真实θ幅度；正文细节未本轮补读,保留直接硬件底座；不可把FPGA LUT6资源当免费ASIC单元,card only; 已逐字读卡，卡内引用未当本轮全文证据,review_part_b.csv
arxiv_2511.21910.md,Platinum: Path-Adaptable LUT-Based Accelerator Tailored for Low-Bit Weight Matrix Multiplication,保留强底座,1,3,离线可切换构造路径与在线shortcut LUT，对照Prosperity运行时调度,静态path复用省乘，未必省T10双消费者物理源字；LUT填表可能吞收益,无标题级X；Prosperity须完整抄作强底座，Platinum只提供静态path对照,完整Prosperity、LUT-DLA全流程、普通量化MAC/CMVM、da4ml CSE,BitNet加速比≠AEE；LUT冷填/银行/溢出；路径≠源DAG产品mask,保留强底座；不得把LUT路径或Prosperity本身当标题，本地C1融合慢于Prosperity只停该布局,card only; 已逐字读卡，名称或摘录不计全文,review_batch3_arxiv_b.csv
arxiv_2601.02613.md,Sparsity-Aware Streaming SNN Accelerator with Output-Channel Dataflow for Automatic Modulation Classification,保留对照/底座,1,3,SAOCDS按输出通道遍历非零权并门控spike,输出顺序与稀疏source复用之间有权衡,非因果T10完成与下层halo顺序需明确契约,同GP/NRV、普通输出驻留及先完成窄门缓存,层间直连不会免全T依赖；控制/空源/权mask已知,留流式普通底座；无实测次序矛盾时不单立X,card only; 已逐字读卡，名称或摘录不计全文,review_part_b.csv
arxiv_2606.03257.md,PSViT: A Methodology for Structurally Pruning Spiking Vision Transformers,保留对照,1,3,层敏度剖析后均匀通道剪大层与弱敏块加码,参数量/通道剪不等于双消费者物理字并集,无标题级X,完整PrimeSVT、HiNM/VENOM、普通敏感度减宽,ImageNet Top-1≠AEE；单次无重训迁移未证,保留对照；大层优先不自动对应最贵活动层，精度破门则停该剪枝挂接,card only; 已逐字读卡，名称或摘录不计全文,review_batch3_arxiv_b.csv
arxiv_2606.03428.md,PrimeSVT: An Automated Memory-aware Pruning Framework with Prioritized Compression Policy for Spiking Vision Transformers,保留对照/底座,1,3,PrimeSVT按内存收益优先非均匀通道剪枝,模型存储与实际源请求并非同一瓶颈,物理共同字和消费者约束比参数量目标多什么待测,完整PrimeSVT、HiNM/VENOM、普通敏感度减宽,层选择/训练总预算/λ是否按验证选；现场流量未证,保留自动化强控制；大层优先不自动对应最贵活动层,card only; 已逐字读卡，名称或摘录不计全文,review_part_b.csv
arxiv_2607.12505.md,Realizable N:M Sparse Transformer Inference via Search-Kernel Co-Design,保留强底座,1,3,Micro-Dense把N:M落到MMA瓦片、打包解码与延迟LUT搜索,Tensor Core可实现N:M不等于ASIC同端口；H8共mask未必省P4源字,无标题级X；可作VENOM/HiNM可部署对照,完整VENOM/HiNM、2:4、不规则SpMM、同GT窄稠密,ViT延迟LUT≠AEE；MMA≠same-port合同,保留强底座；不能因GPU可实现N:M否定任务共设，也不搬端到端倍率,card only; 已逐字读卡，名称或摘录不计全文,review_batch3_arxiv_b.csv
arxiv_2607.25504.md,At-the-Roofline Sparse Tensor Contractions on Vector Processors for Transformer Inference,保留强底座,1,3,Gustavson激活触发、扩展态存储与融合索引MAC的向量收缩,RVV索引累加屋顶线不是ASIC same-port；中等稀疏可能达不到,无标题级X；Gustavson供数可作底座对照,软件解码gather、2:4 Tensor Core、完整Gustav/GP,Spatz周期≠AEE；摘录曾失效；索引累加≠并集调度,保留强底座；索引ISA本身不作为X，中等稀疏屋顶线不可达则停该向量布局,card only; 已逐字读卡，名称或摘录不计全文,review_batch3_arxiv_b.csv
