file,title,mechanism_A,network_gap_B,candidate_increment_X,strong_control,missing_assumption_or_evidence,decision_and_reason,novelty_potential_0to4,fit_0to4,evidence_depth
arxiv_2607.19623.md,From Bit-Position Sensitivity to Unequal Error Protection for DNN Inference Memory,按位敏感的分级ECC与双电压分区SRAM,可靠性/FIT不是AEE或净服务分母,无标题级X,均匀SECDED、无ECC、普通低电压,FIT/面积≠valid825；位平面≠供数合同,旁路低适配；容错存储不进融合候选,0,0,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2607.22790.md,The Sparsity Tax: Weight Sparsity Trade-offs in Event-Driven SIMD and SIMT Neuromorphic Cores,SIMD、位图Sparse-SIMD与SIMT+RLC的稀疏税量化,中等稀疏下元数据/分歧税可吃掉跳零；本网要same-port不是门级功耗点,无标题级X；可作稀疏必赢的负对照,理想跳零、稠密无门控、完整GP、完整Prosperity,RTL门级≠AEE；SIMT分歧≠并集同步,保留对照；中等稀疏税大于收益则停该稀疏执行布局，不杀家族,2,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2607.24027.md,Sol-Attn: Accelerating Video Generation Inference via On-the-Fly Attention Sparsification,分块流式阈值选块、代理分复用零阶校正与嵌套在线softmax,视频生成top-k注意与稠密光流/spike QK不同；当前不是物化路由图瓶颈,无标题级X,物化top-k、硬丢弃、普通token剪、当前QK路径,VBench≠AEE；在线路由≠源活动合同,旁路低适配；生成式稀疏注意不替换本地QK合同,1,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2607.24396.md,The SpiNNaker2 chip: a many-core platform for flexible and scalable brain-inspired computing,软件PE、MLA、六角组播路由与PE级DVFS的众核平台,跨核事件路由不是当前单岛主瓶颈,无标题级X,固定突触ASIC、单芯片完整映射、普通NoC,TOPS/W勿搬；组播≠并集合同,旁路低适配；不以整平台替换当前执行岛判定家族输赢,1,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2607.25504.md,At-the-Roofline Sparse Tensor Contractions on Vector Processors for Transformer Inference,Gustavson激活触发、扩展态存储与融合索引MAC的向量收缩,RVV索引累加屋顶线不是ASIC same-port；中等稀疏可能达不到,无标题级X；Gustavson供数可作底座对照,软件解码gather、2:4 Tensor Core、完整Gustav/GP,Spatz周期≠AEE；摘录曾失效；索引累加≠并集调度,保留强底座；索引ISA本身不作为X，中等稀疏屋顶线不可达则停该向量布局,1,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2607.26648.md,The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for Energy,双侧ρ⋆探针、记忆负载发放地板与注意逃避但付KV墙,递归发放地板说明不能任意降活动；本网T10门全被消费,无标题级X；可作F2杀门先验,单侧L1稀疏至静默、普通发放正则、当前满T10消费,代理pJ≠AEE；发放地板≠删字合同,保留对照；用天花板约束稀疏必省叙事，不把代理点当硬件收益,2,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2608.00595.md,A Time-Multiplexed Spiking Neural Network Accelerator with Pipelined Readout for FPGA Inference,集中FSM时分、1-bit尖峰广播与无乘法泄漏LIF,MNIST小网时分广播不可扩展到C12/H67；泄漏LIF≠非因果PSN,无标题级X,全空间扇出、AER、普通层窗屏障,MNIST周期≠AEE；时分≠多消费者并集,旁路低适配；教学规模时分不进主岛,0,1,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2608.12500.md,Lonic: Algorithm-Hardware Co-Design for Energy-Efficient Fully Local Online SNN Training with INT4 Precision,INT4局部在线三GEMM、DCOM尖峰交权门控与TPA时步并行,本任务冻结学生，主线是推理执行不是片上训练；二值零门控不是θg,无标题级X；双稀疏门控只作训练侧对照,BPTT、QAT假量化、稠密PE、FireFly-S双稀疏,CIFAR/DVS能效≠AEE；零门控≠并集；θg非二值尖峰交权,保留对照；训练加速器不抢推理主岛，二值零门控不得当标题,1,2,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2608.19238.md,Spiking Local Interaction and Adaptive Complementary Fusion for Spiking Transformer,SSA外独立DW/PW局部通路与通道γ标定互补融合,删暴露关系字后仍要保住双PED邻域表达；γ融合本身不是删字,映射到r1暴露端口使共同删物理字且AEE不破才可能有增量,SSA-only、固定等权融合、普通SepConv/hidden、完整原架构同GT,ImageNet精度≠same-port；无硬件PPA；超参附录未核,保留对照；挂ep34后端口或服务不降或破AEE则停该布局，不杀局部互补家族,2,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2608.21223.md,Event-triggered Implicit Perturbation for Zeroth-Order Fine-Tuning of Spiking Transformers,IMC输出域隐式扰动、事件行缩减PGU与XOR消相关,片上ZO微调不是推理净服务；IMC扰动与数字θg无关,无标题级X,EPZO、PGU-Reuse、普通BPTT,CIFAR/PPL/16nm≠AEE；隐式扰动≠删字,旁路低适配；CIM/片上学习不得当标题,0,0,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2608.26595.md,Current-Limiting Control for Fault Ride-Through of LLC-based Solid-State Transformer in Data Centers,SST/LLC故障穿越的频率跃升与占空比限流,与事件光流SNN执行无接口,无标题级X,硬关断、外加限流器、无恢复斜坡,样机波形≠valid825；与融合RTL无共同分母,旁路低适配；离主岛，不进入候选池,0,0,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2609.04949.md,Noise-Resilient Detection of Neuronal Spikes by a Hopf-Bifurcation Device,近Hopf分岔把相干输入转为全有全无电压尖峰,电生理模拟前端与数字事件光流执行无关,无标题级X,数字滤波、同步检波、软件峰值检测,MEA一致率≠AEE；模拟分岔≠源字删字,旁路低适配；模拟事件前端不挂主岛RTL,0,0,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2609.07544.md,Anti-Gravity Walking by a Flying Humanoid Robot via Thrust-Rate Input Whole-Body Model Predictive Control,推力率输入全身MPC保接触切换连续,机器人控制无SNN/稀疏加速接口,无标题级X,直接推力输入、CWC硬约束、地面步行,步行指标≠valid825；与融合RTL无共同分母,旁路低适配；离主岛，不进入候选池,0,0,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2609.08446.md,FlexSpIM: An Event-Based Digital Compute-In-Memory Accelerator with Flexible Operand Resolution and Layer-Wise Hybrid Stationarity,可重构分辨率与层间WS/OS混合驻留的事件数字CIM,选驻留对象改变读写，但CIM宏面积/能效不可搬到普通SRAM,无标题级X；驻留选择只作F5对照,普通WS/OS混合、最优活性分配、同位宽数字核、已评flexspim_iscas2025,SCNN能效≠AEE；与ISCAS全文卡可能同文；混合驻留≠多消费者并集,保留对照；合并FlexSpIM已有卡，不以CIM当标题，也不搬宏能效,1,2,card only; 已逐字读卡，名称或摘录不计全文
